text,date
삼성카드 셀렉트 42 볼쇼이 발레단 〈백조의 호수〉 1+1 혜택,2018.04.13~2018.05.27
<2018 홀가분 페스티벌> 티켓 1+1 혜택,2018.03.15~2018.05.19
5월 가연 미팅파티 이벤트,2018.04.25~2018.05.18
영화 '한 솔로: 스타워즈 스토리' 개봉 당일 IMAX 상영회!,2018.05.02~2018.05.16
KB 매직카 다이렉트 3만원 캐시백 이벤트,2018.05.02~2018.05.16
가정의 달- 할인점 혜택,2018.04.26~2018.05.16
"장거리 여행일수록, 마음까지 편하게- 모두투어 혜택!",2018.04.13~2018.05.15
삼성화재 다이렉트 자동차보험 3만원 캐시백 이벤트,2018.05.02~2018.05.15
탭탭이니까 '데드풀2'시사회 1+1!,2018.05.01~2018.05.15
"SUV 타고, 여름 휴가비도 타고~",2018.04.11~2018.05.15
삼성화재 다이렉트 자동차보험 모바일주유권 증정 이벤트,2018.05.02~2018.05.15
ALL NEW K3 첫 달 이자 캐시백,2018.04.11~2018.05.15
"5월이라 더 반가운, 정관장MALL 10,000원 할인!",2018.04.27~2018.05.13
롯데월드 자유이용권 넷이 가도 다 할인!,2018.05.01~2018.05.13
가정의 달에도 특가에 3% 할인!,2018.04.30~2018.05.11
"5월, 듀오 미팅파티에 초대합니다!",2018.03.20~2018.05.10
삼성카드 영랩 해외원정대06 무비트립 in 사이판 투표 이벤트,2018.04.17~2018.05.06
4월 인생락서 장학퀴즈 이벤트,2018.04.09~2018.05.04
글래드여의도호텔 자이언티 공연티켓 1만원 즉시할인,2018.04.23~2018.05.04
"여행 고민 해결해 줄, 삼성카드 여행 혜택!",2018.03.16~2018.04.30
멀리 갈수록 편하게 가셔야죠! 봄·여름 추천 전세기 여행상품-,2018.02.26~2018.04.30
"쇼핑케어 가입하면, 15,000원 신세계상품권!",2018.04.01~2018.04.30
"항공권 할인? 삼성카드 여행 혜택으로, 고민 끝!",2018.03.28~2018.04.30
"차 살 땐, 다이렉트 오토할부- 낮은 할부금리와 캐시백의 만남!",2018.04.01~2018.04.30
신형 싼타페 20만원 캐시백!,2018.03.12~2018.04.30
삼성프리미엄카드로 품격을 더해 보세요,2018.02.13~2018.04.30
부모님과 부부의 꿀 떨어지는 커플사진 자랑!,2018.04.02~2018.04.30
삼성카드 회원이라면 누구나! LINK하고 할인받는 4월,2018.04.01~2018.04.30
호텔 예약은 여기서- 4월 호텔 혜택 총 집합!,2018.04.01~2018.04.30
현대해상다이렉트 자동차보험 3만원 주유권 이벤트,2018.04.01~2018.04.30
"축하만 해도, 호주 여행 행운! 키즈곰곰 생일 기념 이벤트",2018.04.01~2018.04.30
"메리츠 치아보험, 3만원까지 캐시백 이벤트!",2018.04.02~2018.04.30
삼성 앱카드 모바일 교통카드 2천원 캐시백!,2018.04.02~2018.04.30
"반려동물에게 양치를 해 준다면, 클릭!",2018.04.01~2018.04.30
한화다이렉트 자동차보험 2만원 주유권 프로모션,2018.04.01~2018.04.30
삼성화재 다이렉트 자동차보험 모바일주유권 증정 이벤트,2018.04.02~2018.04.30
"생활앱 × 아이파킹 3,000원 주차할인쿠폰",2018.03.02~2018.04.30
"품격에 실용을 더해, 신규회원 5만원 캐시백",2018.04.02~2018.04.30
"해외 호텔 예약하면, 국내 호텔 숙박권 행운!",2018.03.16~2018.04.30
삼성 디지털프라자 혜택,2018.04.01~2018.04.30
스마트오토케어 가입하면 차량용 엔진오일 쿠폰 제공!,2018.04.01~2018.04.30
크리스피 크림 도넛 1+1,2018.04.20~2018.04.30
"해외여행보험·치아보험 공동구매 신청만 해도, 갤럭시 S9 행운!",2018.04.02~2018.04.30
Luggage tag GIFT,2018.03.02~2018.04.30
휴대전화도 구매할 수 있는 삼성카드 렌탈,2018.04.04~2018.04.30
아고다 4월 혜택! 말레이시아·오스트리아·체코 호텔 8% 할인!,2018.04.01~2018.04.30
대구삼성라이온즈파크 50% 할인 이벤트,2018.03.30~2018.04.30
삼성화재 다이렉트 자동차보험 3만원 캐시백 이벤트,2018.04.02~2018.04.30
"삼성카드 쿠폰박스에서, 뚜레쥬르 케이크 5% 할인!",2018.04.05~2018.04.30
"품격에 특별함을 더해, 당신에게만 5만원 캐시백",2018.04.02~2018.04.30
앱 알림 동의 시작! 세븐일레븐 행운 도착!,2018.04.01~2018.04.30
Farfetch 4월 현장할인 프로모션,2018.04.16~2018.04.30
메리츠 다이렉트 자동차보험 3만원 주유권 이벤트,2018.04.02~2018.04.30
LINK비즈파트너 마케팅 비용 캐시백 이벤트,2018.04.05~2018.04.30
디지털로 분할 납부 신청하면 갤럭시 S9 행운이 와요~,2018.04.02~2018.04.30
생활앱 x 세탁특공대 포인트 적립 이벤트,2018.03.02~2018.04.30
4월 롯데월드 자유이용권 우대가 혜택,2018.04.01~2018.04.30
"총 3,000명에게 한정판 아지냥이 이모티콘 쏜다-",2018.04.02~2018.04.30
"삼성카드 × 카닥 테크샵 엔진오일 교환, 즉시 할인!",2018.04.02~2018.04.30
"편리한 결제에, 캐시백 혜택까지- 온라인 쇼핑은 삼성앱카드로!",2018.04.09~2018.04.30
벚꽃놀이 여행부터 홈쇼핑 히트상품까지- 일본 여행 혜택!,2018.04.01~2018.04.30
"할인에 더블쿠폰까지- SSG.COM에서 혜택 받고, 삼성앱카드로 추가 혜택 받고",2018.04.16~2018.04.30
아지냥이X삼성카드쇼핑 100원 특가 이벤트,2018.04.06~2018.04.30
"워터킹덤을 17,400원에! SC제일은행 제휴 삼성카드 LINK 혜택",2017.11.20~2018.04.30
명의보호알림 받아 봄~ 스타벅스 한 잔 즐겨 봄!,2018.04.01~2018.04.30
LG 페이 × 삼성카드 캐시백 이벤트,2018.04.02~2018.04.30
"휴대전화, 실속있고 저렴하게 구매하는 방법",2018.04.02~2018.04.30
30만원까지 할인- 유럽 여행 혜택!,2018.04.05~2018.04.30
세이프케어상품 가입 이벤트!,2018.04.01~2018.04.30
"광주패밀리랜드 자유이용권 12,500원!",2017.05.01~2018.04.30
인터파크에서 휴대전화를 저렴하게 구매하세요,2018.04.02~2018.04.30
"할인에 상품권, 무이자할부까지- 연휴 추천 여행!",2018.04.02~2018.04.30
고속도로휴게소 스마트오더 이벤트,2018.04.09~2018.04.30
벚꽃잎에 설레다! 4월의 출첵 이벤트,2018.04.02~2018.04.30
유기동물 입양 스토리 공유 시 한정판 굿즈 증정,2018.04.02~2018.04.30
30년 전 엄마에게 쓴 편지 감상 남기고 에버랜드로~,2018.04.16~2018.04.30
"SK매직의 봄 선물은, 믹서기!",2018.03.21~2018.04.30
다이렉트 자동차보험 가입하고 3만원 혜택받고!,2018.04.02~2018.04.30
"두근두근, 100만원까지 캐시백 행운!",2018.04.02~2018.04.30
"삼성카드 여행과 XGOLF가 만나면, 행운에 혜택까지!",2018.03.05~2018.04.30
삼성프라임론 4월엔 갤럭시 S9,2018.04.02~2018.04.30
KB 매직카 다이렉트 3만원 캐시백 이벤트,2018.04.16~2018.04.30
봄이니까 스마트매거진! 첫 달이니까 무료!,2018.04.01~2018.04.30
나들이 갈 땐 황사마스크 필수! CU에서 사면 미네랄워터 선물!,2018.04.16~2018.04.29
가정의 달에도 특가에 3% 할인!,2018.04.16~2018.04.27
"할인, 상품권 등 시칠리아 대한항공 전세기 혜택!",2018.04.24~2018.04.27
"삼성카드 × 정관장MALL 10,000원 할인쿠폰 제공!",2018.04.16~2018.04.26
반려견용 미세먼지 마스크 증정 이벤트,2018.04.07~2018.04.25
매주 수요일 스타필드 F&B매장 청구할인 이벤트,2018.04.11~2018.04.25
생활앱 × 해피오더 즉시 할인 이벤트,2018.04.01~2018.04.22
프리미엄 열린나눔 아트&조이 빌리지,2018.04.16~2018.04.22
아트부산 1+1 프로모션,2018.03.30~2018.04.22
베이비스토리 일상+나눔 행복한 첫 걸음,2018.04.09~2018.04.22
초록마을 캐시백 이벤트,2018.04.09~2018.04.22
'어벤져스: 인피니티 워' 개봉 당일 상영회 초대!,2018.04.02~2018.04.18
"할인에 상품권, 무이자할부까지- 혜택으로 떠날 기회!",2018.03.27~2018.04.15
"4월, 가연 미팅파티에 초대합니다!",2018.03.14~2018.04.15
KB 매직카 다이렉트 3만원 캐시백 이벤트,2018.04.02~2018.04.15
YOOX.COM 할인 및 캐시백 이벤트,2018.04.01~2018.04.15
12세 미만 아동 1인 무료! 가족 여행에 딱 좋은 혜택~,2018.03.12~2018.04.15
'뭉쳐야 뜬다' 여행상품으로 캐나다로 떠나요~,2018.02.14~2018.04.13
"MG손해보험 2030보험 10,000캐시백 이벤트",2018.04.02~2018.04.08
"SK텔레콤이면 90,000원 캐시백! 갤럭시 S9 출시 이벤트",2018.03.09~2018.04.07
taste BY FOUR SEASONS 멤버십 1개월 이용권 혜택,2018.03.02~2018.04.04
"두근두근, 100만원까지 캐시백 행운!",2018.03.05~2018.04.01
"더 편하게, 더 실속있게- 디지털 이용 이벤트",2018.03.01~2018.04.01
삼성 디지털프라자 혜택,2018.03.01~2018.03.31
"키즈곰곰 아이 꿈 응원하는 엄마, 경품으로 응원!",2018.03.02~2018.03.31
진짜 여행은 이런 것- 새로운 여행지로 혜택 받고 떠나요!,2018.01.22~2018.03.31
생활앱 × 오토오아시스 할인·쿠폰 이벤트,2018.02.01~2018.03.31
"품격에 실용을 더해, 신규회원 5만원, 기존회원 2만원 캐시백",2018.03.02~2018.03.31
"포인트로 스타벅스 쿠폰 사고, 2% 포인트 적립받으세요~",2018.02.06~2018.03.31
"명의보호알림 가입하면, 던킨도너츠 쿠폰!",2018.03.01~2018.03.31
"편리한 결제에, 캐시백 혜택까지- 온라인 쇼핑은 삼성앱카드로!",2018.03.22~2018.03.31
"현대해상 보험료 알아 보고, 향긋한 스타벅스 커피 한잔!",2018.03.16~2018.03.31
"해외여행보험·치아보험 공동구매 신청만 해도, 갤럭시 S9 행운!",2018.03.02~2018.03.31
봄 여행! 유아무료 혜택으로 가볍게~,2018.02.19~2018.03.31
"대중교통, 삼성앱카드로 타면 첫 이용요금 무료!",2018.03.01~2018.03.31
반려묘가 사진 찍고 선물 받는 냥냥셀피 이벤트,2018.03.01~2018.03.31
"행운의 숫자 뽑기, 3월의 출첵 이벤트",2018.03.02~2018.03.31
다이렉트 오토 할부 주유권 행운 & 캐시백!,2018.03.02~2018.03.31
"쇼핑은 3월에, 혜택은 할인점·쇼핑몰에!",2018.03.02~2018.03.31
"쓰고 돌려받는 재미, 28개 제휴사 포인트백!",2018.03.05~2018.03.31
중고차도 다이렉트 오토로! 캐시백 + 경품 이벤트,2017.12.21~2018.03.31
스마트오토케어 가입하면 차량용 엔진오일 쿠폰 제공!,2018.03.01~2018.03.31
여행에 날개를 달아 주는 3월 항공권 혜택 모음,2018.03.01~2018.03.31
"휴대전화, 실속있고 저렴하게 구매하는 방법",2018.03.02~2018.03.31
"일시불 결제금액 분할 납부하면, 공기청정기 행운이 짠!",2018.03.08~2018.03.31
THE 1(Mercedes-Benz) 카드 캐시백 + 이용 프로모션,2018.01.18~2018.03.31
일부결제금액이월약정(리볼빙) LG 스타일러 행운 이벤트!,2018.03.08~2018.03.31
"새 학기, 새 출발은 새 그림책과 함께!",2018.03.01~2018.03.31
새 차 구매의 기회- 수퍼오토할부 이자율 할인,2018.01.01~2018.03.31
삼성카드 창립 30주년- 도전 100% 캐시백 이벤트,2018.03.01~2018.03.31
"쇼핑케어 가입 시, 행운 순번이면 10만원 상품권!",2018.03.02~2018.03.31
"품격에 특별함을 더해, 당신에게만 5만원 캐시백",2018.03.07~2018.03.31
쇼핑케어+스마트매거진 가입하고 상품권 받기,2018.03.02~2018.03.31
3월엔 매일매일! 추억의 뽑기 이벤트,2018.03.12~2018.03.31
삼성카드 영랩 절친과 사이판 여행 떠나자!,2018.03.02~2018.03.31
매주가 기대되는 쏠쏠한 LINK 혜택!,2018.03.02~2018.03.31
명품 캐리어 리모와렌탈료 할인,2018.01.02~2018.03.31
"할부에 이자율 할인까지- 새 차 살 땐, 오토할부플러스로 실속있게!",2018.01.01~2018.03.31
창립 30주년 기념 금상첨화 경품 행운 이벤트,2018.03.02~2018.03.31
현대해상 주유권 증정 프로모션,2018.03.16~2018.03.31
한화다이렉트 자동차보험 2만원 주유권 프로모션,2018.03.01~2018.03.31
삼성화재 다이렉트 자동차보험료 확인하면 신세계상품권 1만원!,2018.03.16~2018.03.31
다이렉트 자동차보험 가입하고 3만원 혜택받고!,2018.03.02~2018.03.31
3월 롯데월드 놀이공원·아쿠아리움 혜택,2018.03.01~2018.03.31
워커힐 딸기뷔페권을 드리는 베리베리 행복한 딸기 파티,2018.03.16~2018.03.31
인터파크에서 휴대전화를 저렴하게 구매하세요,2018.03.02~2018.03.31
LG 페이 × 삼성카드 캐시백 이벤트,2018.03.02~2018.03.31
"봄맞이 여행은 역시 제주도~ 3월이니까, 30,000원 할인!",2018.03.02~2018.03.31
대학 등록금 다이어트할부 이벤트,2018.01.30~2018.03.31
"아지냥이 강형욱 훈련사 만나면, 반려견 행동 고민 끝!",2018.03.02~2018.03.31
"메리츠 치아보험, 3만원까지 캐시백 이벤트!",2018.03.05~2018.03.31
세이프케어상품 가입 이벤트!,2018.03.01~2018.03.31
"창립 30주년 기념, 해피아워 릴레이 4탄!",2018.03.26~2018.03.31
"앱 알림 동의하면, 던킨도너츠 행운!",2018.03.01~2018.03.31
골프스케이프에서 누리는삼성카드 할인 혜택,2017.12.12~2018.03.31
"봄이니까, 다이렉트 오토니까- 할부금리도 낮게, 더 낮게!",2018.03.02~2018.03.31
KB 매직카 다이렉트 3만원 캐시백 이벤트,2018.03.19~2018.03.31
인생락서 응답하라1980s 이벤트,2018.03.12~2018.03.31
삼성카드 렌탈- 새 친구 맞이 이벤트!,2018.01.31~2018.03.31
"여행 가기 좋은 계절엔, 아고다 혜택으로 체크인!",2018.03.01~2018.03.31
첫 달 무료! 스마트매거진 혜택,2018.03.02~2018.03.31
한국가구박물관 가이드 투어 동반인 무료 혜택,2018.01.02~2018.03.31
"호텔 예약의 강자, 에바종- 할인에 할인을 더하다!",2018.01.01~2018.03.31
"3월 호텔 혜택! 여행 준비, 미리 준비하면 혜택 챙겨서 떠날 수 있어요~",2018.03.01~2018.03.31
"벅스 할인에 LINK 할인 더! 3개월간 월 4,900원!",2018.02.27~2018.03.31
Mastercard 해외 결제하면 몰테일 쿠폰 행운!,2018.03.05~2018.03.31
"대표님께, 기운 팍팍- LINK biz Partner 1개월 마케팅 비용 캐시백!",2018.03.02~2018.03.31
육스닷컴 할인 이벤트,2018.03.12~2018.03.31
"삼성 페이 계산은 심플하게, 30만 포인트 행운!",2018.03.01~2018.03.31
"차 살 땐, 다이렉트 오토할부- 낮은 할부금리와 캐시백의 만남!",2018.03.01~2018.03.31
전자랜드 프라이스킹도 30주년! 응답하라 30 × 30 페스티벌,2018.03.01~2018.03.31
삼성화재 다이렉트 자동차보험 3만원 캐시백 이벤트,2018.03.02~2018.03.31
SC제일은행 결제계좌 변경 이벤트,2018.03.09~2018.03.30
"4대 사회보험 자동납부하고, 100만원까지 돌려받을 기회-",2018.03.02~2018.03.30
"그때 그 가격, 멕시카나·도미노피자",2018.03.07~2018.03.30
"스·드·메, 예물까지 특가! 행복에 집중!",2018.03.02~2018.03.30
"삼성카드 쿠폰박스에서, 뚜레쥬르 케이크 5% 할인!",2018.03.14~2018.03.30
"떠나기 좋은 가격, 여행 혜택 총 집합!",2018.03.02~2018.03.30
메리츠화재 의료실비보험 신세계상품권 이벤트,2018.02.01~2018.03.29
삼성 페이 3천원 캐시백 이벤트,2018.03.02~2018.03.29
이자율 할인? 예약이 답!,2018.03.02~2018.03.28
배스킨라빈스 4천원 즉시할인,2018.03.12~2018.03.28
단 하루! 골프DAY 특가 이벤트!,2018.03.07~2018.03.26
휴식도 프리미엄하게! 스파 1+1 프로모션,2018.03.05~2018.03.25
THE BENEFIT Surprise 프리미엄 스파 1+1 프로모션,2018.03.05~2018.03.25
"창립 30주년 기념, 해피아워 릴레이 3탄!",2018.03.19~2018.03.25
베이비스토리 가족에게 편지 쓰면 여행·데이트 지원!,2018.03.05~2018.03.25
"이소룡의 귀환, '정무문' 상영회!",2018.03.02~2018.03.20
"반려동물과 약속한 10 ,000명에게, 이모티콘 선물 약속!",2018.03.02~2018.03.18
"창립 30주년 기념, 해피아워 릴레이 2탄!",2018.03.12~2018.03.18
KB 매직카 다이렉트 3만원 캐시백 이벤트,2018.03.02~2018.03.18
올 봄엔 혜택 가득한 일본·베트남 여행 추천!,2018.02.07~2018.03.16
추위를 녹여 줄 핫한 혜택으로 봄 여행을 떠나 보세요~,2018.02.12~2018.03.15
현대해상 주유권 증정 프로모션,2018.03.01~2018.03.15
신세계백화점 시코르 강남점3월 정기세일 이벤트,2018.03.02~2018.03.15
삼성화재 다이렉트 자동차보험 모바일주유권 증정 이벤트,2018.03.05~2018.03.15
"러브스토리의 정석, '사랑과 영혼' 상영회!",2018.03.02~2018.03.14
"돌아가고 싶은 시절만 뽑아도, 추억의 과자 선물세트 행운!",2018.02.12~2018.03.11
"창립 30주년 기념, 해피아워 릴레이 1탄!",2018.03.05~2018.03.11
'뭉쳐야 뜬다' 여행상품으로 떠나요~,2018.02.07~2018.03.09
"두근두근, 100만원까지 캐시백 행운!",2018.02.09~2018.03.04
다이렉트 오토 업그레이드 기념- 카드 결제대금 면제 행운!,2018.01.23~2018.03.04
인생락서 대한민국 3·3·7 응원하기,2018.02.01~2018.02.28
삼성화재 다이렉트 자동차보험 모바일주유권 증정 이벤트,2018.02.01~2018.02.28
다이렉트 자동차보험 가입하고 3만원 혜택받고!,2018.02.01~2018.02.28
2018 유기동물 입양 캠페인 이름 공모,2018.02.01~2018.02.28
"THE 1, 신규회원 5만원 캐시백 이벤트",2018.02.01~2018.02.28
스마트오토케어 가입하면 차량용 엔진오일 쿠폰 제공!,2018.02.01~2018.02.28
KB 매직카 다이렉트 3만원 캐시백 이벤트,2018.02.19~2018.02.28
현대해상 주유권 증정 프로모션,2018.02.19~2018.02.28
생활앱 × 홈마스터 즉시 할인 이벤트,2018.01.02~2018.02.28
삼성화재 다이렉트 자동차보험 3만원 캐시백 이벤트,2018.02.01~2018.02.28
새해를 여는 SK매직의 선물!,2018.01.11~2018.02.28
든든하게 달콤하게- 명의보호알림 + 배스킨라빈스,2018.02.01~2018.02.28
"보험 상식 퀴즈로 배우고, QLED TV 행운까지!",2018.02.01~2018.02.28
"차 살 땐, 다이렉트 오토할부- 낮은 할부금리와 캐시백의 만남!",2018.02.01~2018.02.28
"쉽고 빠른 모바일 주문 결제 시스템, 유쉐프 할인 이벤트",2017.09.11~2018.02.28
할인에 무이자할부까지– 삼성카드 여행 항공권 혜택,2018.02.01~2018.02.28
"할인점 혜택과 함께, 새해 복 많이 받으세요!",2018.02.01~2018.02.28
가족 여행도 실속있게- 삼성카드 여행 호텔 혜택!,2018.02.01~2018.02.28
삼성 페이 3천원 캐시백 이벤트,2018.02.01~2018.02.28
"삼성카드 렌탈에서 새해 복 받고, 선물도 받고!",2018.01.05~2018.02.28
에스원의 든든한 보안서비스 삼성카드 BIZ 무료 혜택,2017.09.18~2018.02.28
